season,weekint,mmwr_week,year,agecat,cumrates,weekrate,flu.a,flu.b,flu.ab,flu.unk,flu.tot,pct_weighted_ili,pct_unweighted_ili,ilitotal,num_of_providers,total_patients,xmas,thanksgiving,weekint2
2013-14,25,11,2014,Overall,30.7,0.7,131,51,2,1,185,1.82441,1.76619,14024,1904,794024,FALSE,FALSE,625
2013-14,26,12,2014,Overall,31.4,0.7,125,65,2,2,194,1.82036,1.85791,14926,1922,803374,FALSE,FALSE,676
2013-14,27,13,2014,Overall,32.1,0.7,120,67,0,0,187,1.75391,1.82094,14661,1887,805133,FALSE,FALSE,729
2013-14,28,14,2014,Overall,32.8,0.7,126,84,0,1,211,1.74542,1.83453,14637,1866,797863,FALSE,FALSE,784
2013-14,29,15,2014,Overall,33.7,0.8,126,101,1,1,229,1.67236,1.75446,14206,1845,809707,FALSE,FALSE,841
2013-14,30,16,2014,Overall,34.4,0.7,70,117,1,0,188,1.51659,1.51636,11723,1810,773101,FALSE,FALSE,900
2013-14,31,17,2014,Overall,35.2,0.8,68,91,0,1,160,1.44778,1.40334,10814,1771,770592,FALSE,FALSE,961
2014-15,1,40,2014,Overall,0.1,0.1,15,4,0,0,19,1.16191,1.20612,10150,1937,841540,FALSE,FALSE,1
2014-15,2,41,2014,Overall,0.2,0.1,28,5,0,1,34,1.30905,1.32485,10977,1960,828544,FALSE,FALSE,4
2014-15,3,42,2014,Overall,0.3,0.1,37,10,2,0,49,1.37072,1.41192,11941,2000,845727,FALSE,FALSE,9
2014-15,4,43,2014,Overall,0.4,0.1,19,7,0,0,26,1.43373,1.42547,12292,2008,862314,FALSE,FALSE,16
2014-15,5,44,2014,Overall,0.5,0.1,25,3,1,0,29,1.42791,1.43909,12313,2053,855608,FALSE,FALSE,25
2014-15,6,45,2014,Overall,0.7,0.2,42,6,1,1,50,1.61605,1.61532,13853,2058,857601,FALSE,FALSE,36
2014-15,7,46,2014,Overall,1,0.2,62,5,1,0,68,1.65976,1.66473,14062,1997,844700,FALSE,FALSE,49
2014-15,8,47,2014,Overall,1.4,0.5,121,8,2,0,131,2.05459,2.0058,16674,2058,831289,FALSE,TRUE,64
2014-15,9,48,2014,Overall,2.6,1.2,327,10,0,0,337,2.53541,2.62227,17602,2067,671251,FALSE,TRUE,81
2014-15,10,49,2014,Overall,4.9,2.3,618,19,3,1,641,2.54253,2.60749,22905,2097,878430,FALSE,FALSE,100
2014-15,11,50,2014,Overall,8.5,3.6,977,21,4,2,1004,3.60563,3.4178,29172,2069,853532,FALSE,FALSE,121
2014-15,12,51,2014,Overall,14.5,6,1635,24,7,0,1666,4.90976,4.46555,37382,2016,837119,TRUE,FALSE,144
2014-15,13,52,2014,Overall,23.5,9,2447,37,13,3,2500,5.98221,6.11497,40533,1984,662849,TRUE,FALSE,169
2014-15,14,53,2014,Overall,31.6,8.1,2264,58,13,4,2339,5.47421,5.30979,36891,1983,694773,FALSE,FALSE,196
2014-15,15,1,2015,Overall,37.7,6.1,1622,56,13,6,1697,4.21374,4.07898,31483,1958,771835,FALSE,FALSE,225
2014-15,16,2,2015,Overall,42,4.3,1110,47,4,0,1161,4.21022,3.93762,31204,1971,792459,FALSE,FALSE,256
2014-15,17,3,2015,Overall,45.3,3.3,789,70,5,3,867,4.25968,4.15076,33221,1966,800359,FALSE,FALSE,289
2014-15,18,4,2015,Overall,48.2,3,685,62,4,2,753,3.97761,3.87899,30621,1955,789407,FALSE,FALSE,324
2014-15,19,5,2015,Overall,50.9,2.7,599,86,4,1,690,3.63443,3.45794,28151,1950,814097,FALSE,FALSE,361
2014-15,20,6,2015,Overall,53.1,2.2,451,106,1,3,561,3.26527,3.06359,25218,1917,823153,FALSE,FALSE,400
2014-15,21,7,2015,Overall,54.7,1.6,319,117,3,0,439,2.93083,2.82646,21109,1907,746836,FALSE,FALSE,441
2014-15,22,8,2015,Overall,56.2,1.5,240,155,4,1,400,2.54474,2.3599,19178,1934,812660,FALSE,FALSE,484
2014-15,23,9,2015,Overall,57.5,1.3,205,145,6,4,360,2.47227,2.33472,18441,1912,789858,FALSE,FALSE,529
2014-15,24,10,2015,Overall,58.7,1.2,131,208,3,1,343,2.35665,2.21286,17833,1907,805881,FALSE,FALSE,576
2014-15,25,11,2015,Overall,59.9,1.1,117,201,3,1,322,2.17008,2.07619,16695,1883,804117,FALSE,FALSE,625
2014-15,26,12,2015,Overall,60.9,1,98,197,2,0,297,2.04297,2.01267,16122,1848,801027,FALSE,FALSE,676
2014-15,27,13,2015,Overall,61.9,1,67,207,1,1,276,1.954,1.94192,14975,1819,771143,FALSE,FALSE,729
2014-15,28,14,2015,Overall,62.9,1,46,232,2,0,280,1.72287,1.74809,13733,1820,785602,FALSE,FALSE,784
2014-15,29,15,2015,Overall,63.6,0.7,30,171,1,1,203,1.53694,1.50367,12044,1813,800974,FALSE,FALSE,841
2014-15,30,16,2015,Overall,64,0.4,22,101,2,0,125,1.38283,1.43494,10860,1768,756827,FALSE,FALSE,900
2014-15,31,17,2015,Overall,64.2,0.2,9,67,0,0,76,1.46265,1.45673,11095,1753,761638,FALSE,FALSE,961
2015-16,1,40,2015,Overall,0.1,0.1,11,4,0,0,15,1.22559,1.24325,10049,1963,808287,FALSE,FALSE,1
2015-16,2,41,2015,Overall,0.2,0.1,18,7,1,0,26,1.31066,1.3234,10715,1976,809660,FALSE,FALSE,4
2015-16,3,42,2015,Overall,0.2,0.1,10,3,2,1,16,1.3711,1.40399,11584,1995,825079,FALSE,FALSE,9
2015-16,4,43,2015,Overall,0.3,0.1,7,9,1,0,17,1.39171,1.37629,11164,1999,811165,FALSE,FALSE,16
2015-16,5,44,2015,Overall,0.4,0.1,11,11,2,0,24,1.43712,1.46866,12423,2048,845875,FALSE,FALSE,25
2015-16,6,45,2015,Overall,0.4,0,10,6,0,0,16,1.50165,1.533,12676,2028,826877,FALSE,FALSE,36
2015-16,7,46,2015,Overall,0.5,0.1,15,4,5,1,25,1.59805,1.60841,13484,2023,838344,FALSE,FALSE,49
2015-16,8,47,2015,Overall,0.6,0.1,17,4,2,2,25,1.89668,1.90047,12158,2000,639738,FALSE,TRUE,64
2015-16,9,48,2015,Overall,0.7,0.1,13,10,1,0,24,1.67728,1.73645,14617,2040,841777,FALSE,TRUE,81
2015-16,10,49,2015,Overall,0.9,0.1,22,12,1,0,35,1.78296,1.81945,14986,2020,823657,FALSE,FALSE,100
2015-16,11,50,2015,Overall,1,0.2,28,11,1,0,40,1.87336,1.96571,15396,2000,783227,FALSE,FALSE,121
2015-16,12,51,2015,Overall,1.2,0.2,42,19,0,2,63,2.32148,2.42021,14839,1978,613128,TRUE,FALSE,144
2015-16,13,52,2015,Overall,1.5,0.2,44,11,2,0,57,2.40991,2.41083,15679,1949,650356,TRUE,FALSE,169
2015-16,15,1,2016,Overall,1.8,0.4,64,42,1,0,107,1.94328,1.98859,15654,2004,787192,FALSE,FALSE,225
2015-16,16,2,2016,Overall,2.1,0.3,54,30,2,0,86,1.99796,1.98985,15517,2005,779809,FALSE,FALSE,256
2015-16,17,3,2016,Overall,2.5,0.4,76,29,0,0,105,2.11829,2.1071,15661,2008,743249,FALSE,FALSE,289
2015-16,18,4,2016,Overall,3.1,0.6,125,38,1,0,164,2.25112,2.19256,18143,2026,827482,FALSE,FALSE,324
2015-16,19,5,2016,Overall,4,0.8,178,59,0,0,237,2.37116,2.30014,18944,2007,823602,FALSE,FALSE,361
2015-16,20,6,2016,Overall,5.1,1.2,247,82,2,0,331,2.80035,2.67574,21774,2000,813755,FALSE,FALSE,400
2015-16,21,7,2016,Overall,7.1,1.9,432,129,1,3,565,3.16475,3.02427,24681,1993,816098,FALSE,FALSE,441
2015-16,22,8,2016,Overall,9.5,2.5,574,131,3,3,711,3.15183,3.11328,26423,1956,848718,FALSE,FALSE,484
2015-16,23,9,2016,Overall,12.8,3.3,758,150,5,3,916,3.3321,3.32788,28468,1952,855439,FALSE,FALSE,529
2015-16,24,10,2016,Overall,17,4.2,987,196,3,2,1188,3.56024,3.5918,30481,1922,848628,FALSE,FALSE,576
2015-16,25,11,2016,Overall,20.5,3.5,800,161,4,0,965,3.05479,3.09262,24894,1898,804948,FALSE,FALSE,625
2015-16,26,12,2016,Overall,23.6,3.1,648,183,2,3,836,2.76732,2.78803,21940,1900,786936,FALSE,FALSE,676
2015-16,27,13,2016,Overall,26.2,2.6,510,203,3,1,717,2.44161,2.52371,19603,1832,776752,FALSE,FALSE,729
2015-16,28,14,2016,Overall,28.1,1.9,325,190,1,2,518,2.03348,2.12928,16769,1813,787543,FALSE,FALSE,784
2015-16,29,15,2016,Overall,29.6,1.5,233,167,5,0,405,1.98593,2.05142,16261,1805,792672,FALSE,FALSE,841
2015-16,30,16,2016,Overall,30.7,1.1,162,157,2,1,322,1.91514,1.98957,15437,1774,775895,FALSE,FALSE,900
2015-16,31,17,2016,Overall,31.5,0.8,104,121,0,0,225,1.69968,1.7858,13836,1759,774777,FALSE,FALSE,961
2016-17,1,40,2016,Overall,0.1,0.1,13,7,1,1,22,1.2019,1.27386,10864,1946,852842,FALSE,FALSE,1
2016-17,2,41,2016,Overall,0.2,0.1,24,3,0,0,27,1.23108,1.29342,10997,1973,850228,FALSE,FALSE,4
2016-17,3,42,2016,Overall,0.3,0.1,23,5,1,0,29,1.26796,1.33097,11926,1983,896035,FALSE,FALSE,9
2016-17,4,43,2016,Overall,0.4,0.1,33,5,0,0,38,1.36298,1.42662,12648,2006,886570,FALSE,FALSE,16
2016-17,5,44,2016,Overall,0.5,0.1,33,7,0,1,41,1.48535,1.57071,13790,1999,877947,FALSE,FALSE,25
2016-17,6,45,2016,Overall,0.7,0.2,45,11,1,1,58,1.55954,1.65146,14258,1990,863356,FALSE,FALSE,36
2016-17,7,46,2016,Overall,0.9,0.2,42,8,0,0,50,1.64783,1.73309,15160,2000,874739,FALSE,FALSE,49
2016-17,8,47,2016,Overall,1.2,0.3,71,12,3,1,87,1.91275,2.03388,14208,2011,698566,FALSE,TRUE,64
2016-17,9,48,2016,Overall,1.7,0.4,92,20,2,1,115,1.81725,1.88331,16605,2001,881694,FALSE,TRUE,81
2016-17,10,49,2016,Overall,2.3,0.6,154,12,3,0,169,1.91433,2.00292,16961,2013,846813,FALSE,FALSE,100
2016-17,11,50,2016,Overall,3.1,0.8,214,14,2,0,230,2.21003,2.27731,18463,2000,810736,FALSE,FALSE,121
2016-17,12,51,2016,Overall,4.8,1.7,416,41,1,2,460,2.73568,2.91465,21565,1977,739882,TRUE,FALSE,144
2016-17,13,52,2016,Overall,8.2,3.4,871,50,3,0,924,3.36832,3.54919,24900,1928,701569,TRUE,FALSE,169
2016-17,15,1,2017,Overall,12.6,4.4,1138,49,1,2,1190,3.09689,3.08102,24178,2024,784740,FALSE,FALSE,225
2016-17,16,2,2017,Overall,16.6,4.1,1022,53,3,0,1078,3.07346,3.01875,24897,1997,824746,FALSE,FALSE,256
2016-17,17,3,2017,Overall,20.7,4,1028,50,2,2,1082,3.51643,3.40446,28781,2029,845391,FALSE,FALSE,289
2016-17,18,4,2017,Overall,24.2,3.5,880,62,2,4,948,3.8027,3.52869,31265,2021,886023,FALSE,FALSE,324
2016-17,19,5,2017,Overall,28.1,3.9,986,75,1,4,1066,4.50313,4.10665,36517,2024,889216,FALSE,FALSE,361
2016-17,20,6,2017,Overall,32.8,4.7,1186,118,4,4,1312,5.06308,4.7551,42890,2027,901978,FALSE,FALSE,400
2016-17,21,7,2017,Overall,38,5.1,1260,175,1,2,1438,4.86009,4.65163,41035,1967,882163,FALSE,FALSE,441
2016-17,22,8,2017,Overall,43.2,5.2,1243,270,2,1,1516,4.57916,4.57049,40124,1987,877892,FALSE,FALSE,484
2016-17,23,9,2017,Overall,46.4,3.2,719,193,4,3,919,3.55674,3.45522,30183,1995,873547,FALSE,FALSE,529
2016-17,24,10,2017,Overall,49.2,2.9,558,252,5,5,820,3.50417,3.29505,28060,1971,851580,FALSE,FALSE,576
2016-17,25,11,2017,Overall,51.9,2.7,458,321,4,3,786,3.21511,3.16426,25484,1958,805370,FALSE,FALSE,625
2016-17,26,12,2017,Overall,54.8,2.9,426,426,5,4,861,3.10088,3.14433,27354,1940,869946,FALSE,FALSE,676
2016-17,27,13,2017,Overall,57.5,2.8,330,456,2,1,789,2.79056,2.87936,24342,1899,845397,FALSE,FALSE,729
2016-17,28,14,2017,Overall,59.5,2,188,383,3,1,575,2.38547,2.36977,19677,1906,830332,FALSE,FALSE,784
2016-17,29,15,2017,Overall,60.9,1.4,124,274,1,1,400,1.9703,1.93853,15548,1861,802052,FALSE,FALSE,841
2016-17,30,16,2017,Overall,61.9,1,64,209,2,1,276,1.73442,1.64064,13006,1845,792740,FALSE,FALSE,900
2016-17,31,17,2017,Overall,62.5,0.6,37,126,4,0,167,1.56303,1.4752,11924,1846,808298,FALSE,FALSE,961
2017-18,1,40,2017,Overall,0.1,0.1,22,12,1,0,35,1.26589,1.2802,12839,2220,1002892,FALSE,FALSE,1
2017-18,2,41,2017,Overall,0.2,0.1,26,6,0,0,32,1.30479,1.33123,13267,2245,996595,FALSE,FALSE,4
2017-18,3,42,2017,Overall,0.5,0.2,59,10,0,0,69,1.34075,1.40786,14319,2266,1017076,FALSE,FALSE,9
2017-18,4,43,2017,Overall,0.7,0.2,39,24,0,0,63,1.51674,1.5722,15832,2266,1006998,FALSE,FALSE,16
2017-18,5,44,2017,Overall,1,0.3,73,9,2,0,84,1.74583,1.70326,17069,2222,1002140,FALSE,FALSE,25
2017-18,6,45,2017,Overall,1.4,0.4,89,12,0,0,101,1.88708,1.86636,19057,2288,1021079,FALSE,FALSE,36
2017-18,7,46,2017,Overall,1.9,0.5,117,10,2,0,129,2.05923,2.07647,21892,2296,1054290,FALSE,FALSE,49
2017-18,8,47,2017,Overall,2.7,0.8,190,27,0,0,217,2.27971,2.33593,19816,2271,848314,FALSE,TRUE,64
2017-18,9,48,2017,Overall,4,1.2,294,35,2,2,333,2.28379,2.24637,23752,2279,1057350,FALSE,TRUE,81
2017-18,10,49,2017,Overall,5.4,1.5,356,40,2,0,398,2.58278,2.49504,24955,2272,1000183,FALSE,FALSE,100
2017-18,11,50,2017,Overall,7.8,2.4,602,68,3,2,675,3.36558,3.2005,31502,2262,984283,FALSE,FALSE,121
2017-18,12,51,2017,Overall,12.6,4.8,1219,118,3,0,1340,4.73117,4.43807,42782,2211,963978,TRUE,FALSE,144
2017-18,13,52,2017,Overall,20.8,8.2,2120,239,6,2,2367,5.70943,5.46361,45255,2132,828299,TRUE,FALSE,169
2017-18,15,1,2018,Overall,31.1,10.3,2565,384,6,1,2956,5.74658,5.35765,47269,2243,882271,FALSE,FALSE,225
2017-18,16,2,2018,Overall,40.8,9.6,2446,369,14,4,2833,5.89207,5.52437,56761,2257,1027466,FALSE,FALSE,256
2017-18,17,3,2018,Overall,49.6,8.8,2138,406,12,3,2559,6.51759,6.34528,63036,2286,993431,FALSE,FALSE,289
2017-18,18,4,2018,Overall,58.2,8.6,1993,460,8,4,2465,7.16338,7.01811,77326,2288,1101807,FALSE,FALSE,324
2017-18,19,5,2018,Overall,66.2,8,1738,493,11,5,2247,7.52133,7.7809,85985,2275,1105078,FALSE,FALSE,361
2017-18,20,6,2018,Overall,73.3,7.1,1409,601,10,4,2024,7.38748,7.76939,87825,2299,1130397,FALSE,FALSE,400
2017-18,21,7,2018,Overall,79.6,6.4,1141,662,13,2,1818,6.44688,6.81176,76210,2227,1118800,FALSE,FALSE,441
2017-18,22,8,2018,Overall,84.7,5.1,812,681,5,6,1504,4.95881,5.15749,53025,2272,1028116,FALSE,FALSE,484
2017-18,23,9,2018,Overall,88.2,3.5,514,498,10,3,1025,3.68612,3.55945,36064,2208,1013191,FALSE,FALSE,529
2017-18,24,10,2018,Overall,91,2.8,327,476,1,1,805,3.18626,3.00518,29133,2214,969427,FALSE,FALSE,576
2017-18,25,11,2018,Overall,93.7,2.7,265,534,3,2,804,2.76894,2.73038,25938,2201,949978,FALSE,FALSE,625
2017-18,26,12,2018,Overall,95.7,2,238,414,1,2,655,2.48706,2.47768,23805,2180,960779,FALSE,FALSE,676
2017-18,27,13,2018,Overall,97.7,2,233,410,1,2,646,2.40802,2.36314,20693,2144,875658,FALSE,FALSE,729
2017-18,28,14,2018,Overall,99.4,1.7,168,373,2,1,544,2.07483,2.03139,19074,2127,938963,FALSE,FALSE,784
2017-18,29,15,2018,Overall,100.6,1.2,106,278,2,0,386,1.77898,1.80376,16664,2086,923848,FALSE,FALSE,841
2017-18,30,16,2018,Overall,101.5,1,92,203,1,0,296,1.61487,1.58696,14869,2112,936950,FALSE,FALSE,900
2017-18,31,17,2018,Overall,102.5,0.9,73,148,1,0,222,1.5385,1.53801,14552,2088,946160,FALSE,FALSE,961
2018-19,1,40,2018,Overall,0.1,0.1,13,8,0,0,21,1.42158,1.42133,18020,2612,1267828,FALSE,FALSE,1
2018-19,2,41,2018,Overall,0.2,0.1,13,16,0,1,30,1.40328,1.4746,18702,2652,1268275,FALSE,FALSE,4
2018-19,3,42,2018,Overall,0.3,0.1,16,12,0,0,28,1.47183,1.58977,19980,2624,1256785,FALSE,FALSE,9
2018-19,4,43,2018,Overall,0.4,0.1,13,17,1,0,31,1.63975,1.72501,21697,2678,1257789,FALSE,FALSE,16
2018-19,5,44,2018,Overall,0.6,0.2,26,15,2,1,44,1.79022,1.84103,23150,2664,1257449,FALSE,FALSE,25
2018-19,6,45,2018,Overall,0.8,0.2,39,14,0,1,54,1.86799,1.92737,24121,2671,1251496,FALSE,FALSE,36
2018-19,7,46,2018,Overall,1,0.2,59,7,1,0,67,1.99062,2.09281,24559,2663,1173496,FALSE,FALSE,49
2018-19,8,47,2018,Overall,1.4,0.3,79,15,0,0,94,2.24196,2.40619,24712,2617,1027018,FALSE,TRUE,64
2018-19,9,48,2018,Overall,2,0.6,143,16,3,1,163,2.14993,2.24923,29219,2665,1299066,FALSE,TRUE,81
2018-19,10,49,2018,Overall,2.7,0.8,178,22,1,0,201,2.26267,2.31067,28555,2658,1235787,FALSE,FALSE,100
2018-19,11,50,2018,Overall,4,1.3,342,10,1,1,354,2.63691,2.73537,33228,2649,1214752,FALSE,FALSE,121
2018-19,12,51,2018,Overall,6.1,2.1,536,18,5,0,559,3.13053,3.24277,38342,2593,1182384,TRUE,FALSE,144
2018-19,13,52,2018,Overall,9.3,3.2,817,25,5,3,850,3.95397,4.18246,44051,2579,1053233,TRUE,FALSE,169
2018-19,15,1,2019,Overall,12.6,3.3,855,27,2,2,886,3.45315,3.63116,42173,2627,1161419,FALSE,FALSE,225
2018-19,16,2,2019,Overall,15.3,2.7,711,30,2,0,743,3.09958,3.16293,39224,2654,1240115,FALSE,FALSE,256
2018-19,17,3,2019,Overall,17.4,2.1,594,25,1,3,623,3.32135,3.36599,41306,2656,1227156,FALSE,FALSE,289
2018-19,18,4,2019,Overall,19.6,2.2,644,23,1,1,669,3.78973,3.89212,46459,2675,1193668,FALSE,FALSE,324
2018-19,19,5,2019,Overall,22.5,2.9,842,27,0,2,871,4.34374,4.53541,55457,2665,1222755,FALSE,FALSE,361
2018-19,20,6,2019,Overall,26.2,3.6,990,19,3,3,1015,4.85886,5.20804,69966,2670,1343423,FALSE,FALSE,400
2018-19,21,7,2019,Overall,30.1,3.9,1087,26,0,3,1116,5.06384,5.45133,70513,2651,1293501,FALSE,FALSE,441
2018-19,22,8,2019,Overall,34.8,4.6,1314,35,2,6,1357,4.91983,5.30801,67014,2650,1262508,FALSE,FALSE,484
2018-19,23,9,2019,Overall,39.5,4.7,1331,15,0,8,1354,4.58559,4.62225,59299,2655,1282904,FALSE,FALSE,529
2018-19,24,10,2019,Overall,44.7,5.3,1520,27,1,12,1560,4.40531,4.42052,55781,2634,1261864,FALSE,FALSE,576
2018-19,25,11,2019,Overall,50.1,5.4,1598,37,2,9,1646,4.24417,4.14628,53484,2643,1289927,FALSE,FALSE,625
2018-19,26,12,2019,Overall,54.8,4.7,1405,47,2,7,1461,3.68615,3.50477,45623,2648,1301742,FALSE,FALSE,676
2018-19,27,13,2019,Overall,58.4,3.6,1029,40,1,3,1073,3.11403,3.06756,38227,2613,1246168,FALSE,FALSE,729
2018-19,28,14,2019,Overall,61.1,2.7,776,41,1,4,822,2.71415,2.68614,33062,2612,1230839,FALSE,FALSE,784
2018-19,29,15,2019,Overall,62.9,1.8,503,33,1,6,543,2.3187,2.2832,28064,2559,1229153,FALSE,FALSE,841
2018-19,30,16,2019,Overall,64.1,1.2,291,36,3,3,333,2.03857,1.97841,23256,2531,1175489,FALSE,FALSE,900
2018-19,31,17,2019,Overall,64.9,0.9,149,30,1,0,180,1.73825,1.7374,20734,2505,1193392,FALSE,FALSE,961
